,content,background,textcolor,font,label
2448,"نام دبیر:خانم رضازاده

تهیه کننده: فاطمه ناهید 

پایه: نهم دبیرستان حضرت معصومه (س)   نام دبیر:خانم رضازاده

تهیه کننده: فاطمه ناهید 

پایه: نهم دبیرستان حضرت معصومه (س)   ✨بسم الله الرحمن الرحیم ✨  موضوع: 🚫⛔جنگ نـرم 🚫⛔",default,purple,sahel,dars va daneshgah
2449,ویتامین ها: ۳ سال,white_background,black,shabnam,pezeshki
2450,ورق بزنید... 👈  ادویه جات: ۲ سال,white_background,black,shabnam,ashpazi
2451,ورق بزنید... 👈  خمیر دندان و مسواک: ۱ سال  و  ۳ ماه,white_background,black,shabnam,pezeshki
2452,ورق بزنید... 👈  عینک آفتابی: ۲ سال,white_background,black,shabnam,zibayi
2453,ورق بزنید... 👈  چای کیسه ای: ۶ ماه,white_background,black,shabnam,ashpazi
2454,ورق بزنید... 👈  کفش ورزشی: ۲۵۰ مایل یا ۶ ماه,white_background,black,shabnam,varzeshi
2455,ورق بزنید... 👈  برس آرایشی و اسفنج آرایشی: ۵ سال و ۶ ماه,white_background,black,shabnam,zibayi
2456,"وحشیگری یک صهیونیست و زیر گرفتن فلسطینیان در قدس اشغالی

سطح تنش در قدس شریف و بی حرمتی ها به مقدسات که در هیچ جای دنیا قابل قبول نیست به حدی رسیده است که جایز میدانیم حتی عملیات اصلی هم آغاز شود و انتقام گرفته شود.",default,default,default,siyasi
2457,"نوبخت: کاندیدا نمی‌شوم

معاون رئیس جمهور با حضور در گفت و گویی مجازی در کلاب‌هاوس در پاسخ به سوالی که به احتمالا کاندیداتوری وی اشاره داشت، گفت: مطلقا کاندیدا نمی شوم و برای بازگشت به دانشگاه روزشماری می کنم و برنامه تحصیلی‎ام را هم تدوین کرده‎ام.
[لطفا برنامه دادگاهی ایشان را هم تهیه و تدوین و ابلاغ کنید]

#محاکمه_ویژه",black_background,default,default,siyasi
2458,با فن هاش رفتار خوبی نداره پست و رمان های فناش رو لایک نمیکنه برای فناش وقت نمیذاره دنبال حاشیه اس دیروز با هلن سر جنگ داشت امروز با عسل:/,pattern_n,black,nastaliq,majazi
2459,"از پروردگار
صبحی به
زیبایی طلوع خورشید
به طراوت گل های بهاری
به آرامش یک دریا
و
روزی سرشار از موفقیت و شادی 
برایتان آرزومندم
صبحتون بخیر و شادی",pattern_i,black,default,angizeshi
2460,ورق بزنید... 👈  وقتی او ۲۵ ساله شد، عاشق یک هنرمند سیرک به نام مارتین بِیتس شد. مارتین هم مانند آنا، در یک خانواده قد متوسط به دنیا آمد و وقتی ۱۴ ساله شد، قدش به ۲۰۶ سانتی متر می‌رسید.,white_background,black,default,elmi
2461,آنا هِینینگ سوآن در سال ۱۸۴۶ در کانادا متولد شد. خواهر و برادر‌های او، قدی متوسط داشتند. اما او با بقیه فرق داشت و در سن ۱۵ سالگی، ۲۰۷ سانتی متر قد داشت.  ورق بزنید... 👈,white_background,black,default,elmi
2462,"امیدی.هست....!؟
خدایا ‌مادیگه ‌کم‌ آوردیم...
این‌ روزارو خودت ‌تمومش‌کن...",black_background,white,nastaliq,nasihat va sokhan
2463,"موسیقی
به جهان … روح
به ذهن … بال
به تخیل … پرواز
و به هر چیزی … 
زندگی می بخشد",default,black,afsaneh,honar
2464,شخصی کفشش را برای تعمیر نزد کفاش برد. کفاش نگاهی به کفش کرده می گوید: این کفش سه کوک می خواهد و اجرت هر کوک ده تومان می شود که درمجموع خرج کفش می شود سی تومان ...  ورق بزنید  👈,white_background,red,ordibehesht,nasihat va sokhan
2465,و خدایی هست مهربان تر از حد تصور,default,yellow,nastaliq,angizeshi
2466,"تلاش میکنیم خواسته شمارو با بهترین کیفیت براتون آماده کنیم.
خداروشکر که رضایت دارید ♡  متن شما...",pattern_j,black,nastaliq,tablighat va business
2467,"تماميت روزه ، به دادن زكات (فطريه) است ، همچنان كه تماميت نماز به صلوات بر پيامبر صلى الله عليه و آله مى باشد  امام صادق (علیه السلام)  صدای نیاز همیشه بلند نیست.  طرح جمع آوری زکات فطره جهت اهدا کارت خرید نان به نیازمندان  تذکر مهم :درصورت واریز فطریه سادات حتما اطلاع دهید.  شماره حساب جهت واریز زکات فطره  ۶۲۸۰۲۳۱۳۶۸۹۴۶۲۹۸
  بانک مسکن
بنام محمدامین محمودوند  شماره تماس جهت هماهنگی:09165796394  مسجد امام حسن عسکری علیه السلام_گلدشت شرقی
صندوق قرض الحسنه امام حسن عسکری (علیه السلام)
پایگاه مقاومت بسیج شهید محمد امیدی فرد",default,black,titr,mazhabi
2468,"#هشداردهی
#بسیار_مهم

احتمال ترور آیت الله رئیسی(حفظه الله)

 قوه قضائیه در دوره جدید با قاطعیت و عدالت در حال مبارزه با مفسدین اقتصادی_امنیتی_اجتماعی است و دست کثیف برخی خواص را از غارت بیت المال کوتاه کرده است. رسیدگی به پرونده های بزرگ فساد، شفافیت، دفاع از مظلومان، قاطعیت در برخورد با مفسدین و روحیه جهادی و انقلابی قوه قضائیه در دوره ریاست حضرت آیت الله رئیسی (حفظه الله) باعث جاری شدن امید در دل مؤمنان انقلابی شده است. در این ایام که کشور به افرادی همچون آیت الله رئیسی با سبک نگرش «مکتب سلیمانی» نیازمند است؛ منافقین کوردل و دشمنان قسم خورده نظام جمهوری اسلامی ایران درصدد ضربه به ایران و ترور مهره های کلیدی و کارآمد هستند؛لذا پیشنهاد می شود تیم حفاظتی ریاست قوه قضائیه افزایش و هوشیاری همیشگی خود را بیشتر از قبل حفظ کنند. 
سلیمانی",black_background,default,default,siyasi
2469,ابتدای هر چیزی دشوار است,base_background_gj,black,iphone,angizeshi
2470,"توی جهانی که همه نقاب به چهره دارن،
اینکه یه ذاتو بتونی ببینی یه تواناییه ...",pattern_l,white,iransans,nasihat va sokhan
2471,"آگهی استخدام   به یک همکار با اراده به همراه روابط عمومی و فن بیان عالی جهت بازاریابی در صنعت بیمه نیازمندیم. در صورت تمایل با شماره 33420053تماَس حاصل نمایید.
با تشکر",pattern_j,black,nastaliq,agahi
2472,"1️⃣ چند سال است این عکس هر از چندی در شبکه‌های اجتماعی و سایت‌ها با تیتر «#سيدمحمد_خاتمی و صادق خرازی در دیدار با #جورج_سوروس #یهودی رهبر کودتاهای مخملی» دست به دست می‌شود!

2️⃣ عجیب این‌كه گاهی اوقات برخی از سایت‌های معتبر نیز اقدام به انتشار این عكس می‌كنند!

3️⃣ ولی قابل توجه این‌که این شخص دکتر #گرگوری_ناگی (Gregory Nagy) استاد دانشگاه هاروارد است.

4️⃣ كافی است اسم‌های ناگی و سوروس را سرچ كنید و به سادگی متوجه شوید كه عكس مربوط به كدامیک است!

5️⃣ قبلاً هم چند نمونه از این‌گونه اشتباهات را در كانال تذكر داده‌ایم. باز هم اول به خودمان و بعداً خدمت دوستانمان عرض می‌كنیم كه:

6️⃣ مباحث مربوط به #نفوذ و #جاسوسی_آکادمیک و #دشمن‌شناسی بسیار حساس است. با چند اشتباه، این بهانه را به دست دشمن خواهیم داد كه تمام حرف‌های دیگر ما را نیز به بهانه‌ی «#توهم_توطئه» تخریب کند!

(به هيچ عنوان قصد حمايت از فردي نداريم،صرفا جهت هشياري و آگاهی؛
البته هر عمل برخی افراد جای تحقیق و تفحص دارد)
سلیمانی",default,default,default,siyasi
2473,پویش ختم قرآن کریم؛ ماموریت معنوی,default,red,titr,mazhabi
2474,تو مرا جان و جهانی,pattern_a,white,suls,asheqane
2475,"عموم مردم تصور میکنند که گیاهان حافظه ندارند...

در حالی که گیاهان میتوانند اتفاقاتی که برای آن ها رخ میدهد را تا 1 ماه به یاد بیاورند!",white_background,black,shabnam,elmi
2476,جالبه بدونید...  پزشکان با استفاده از اسکن مغز یک انسان عاشق دریافتند هنگامی که فردی عاشق می شود، بخشهای مختلف مغزی وی خاموش شده و در تصمیمات مهم زندگی دچار اشتباه می شود.,white_background,black,shabnam,pezeshki
2477,"رقص درختان
جزیره سومبا، اندونزی",white_background,red,titr,tourist va amaken
2478,ماکارونی باعث میشود...   بیشتر گرسنه شوید!وقتی کربوهیدرات میخورید،باعث بالارفتن انسولین شده و بدن هورمون کنترل قند تولید میکند.در نتیجه، مدتی بعد باز احساس گرسنگی  میکنید.,white_background,black,shabnam,elmi
2479,"بهترین نان برای وعده سحر « نان سبوس دار » است !

🔹سرعت هضم کم و خاصیت سیرکنندگی بیشتری دارد و از گرسنگی در روز جلوگیری میکند و کمتر از نانهای دیگر باعث ایجاد حس تشنگی میشود.",white_background,black,shabnam,elmi
2480,"متن شما...  سلام به مشتریان عزیز و گرامی
 نماز روزه هاتون قبول 
پیشاپیش عید سعید فطر رو
 به همه شما عزیزان تبریک عرض میکنم.
این تبریک زودهنگام چندتا دلیل داره😊👇
اول اینکه ما در حال جابجایی هستیم😀
دوم اینکه قراره افتتاح مکان جدیدمون 
روز عید فطر باشه
 که به همین مناسبت
 برای همشهریان عزیزمون
 10درصد تخفیف هم در نظر گرفته ایم.
👈سوم اینکه از این به بعد تو پیجمون 
کلی مسابقه داریم واستون 😀😀
جایزه هم نگم براتون😍
به وقت مسابقه جایزه هر پست هم اعلام میشه👌
پس زنگوله پیجمون رو فعال کنید تا 
پست و استوریا رو از دست ندید 
و با ما همراه باشید❤❤",pattern_i,black,pooya,tablighat va business
2481,چهار ماهگیت مبارک عشق مادر,default,white,nastaliq,monasebat
2482,کسی که بر خدا توکل کند  خدا برای او   کافی  است.  mahbism_313,pattern_b,white,dastnevis,mazhabi
2483,مخاطب خاص تولدت مبارک,default,red,dastnevis,monasebat
2484,"قدرت دید جغدها...  قدرت دید جغد ها ۸۲ برابر انسان است 
اگر انسان این قدرت را داشت
از فاصله ۱ کیلومتری میتوانست نوشته های روی تخته سیاه را بخواند.",white_background,black,shabnam,elmi
2485,خدایا بابت همه چی شکرت,black_background,purple,afsaneh,angizeshi
2486,"قربون مادری بشم 
که همیشه با هامه 
همیشه پشتم بوده
 همیشه کمکم کرده
هیچ وقت منت نزاشت :)
  تولدت مبارک بهترینم♥︎",white_background,orange,afsaneh,monasebat
2487,با مردم اسرائیل هم دشمنیم,default,black,titr,siyasi
2488,روز جهانی قدس مبارک باد.,pattern_q,white,nastaliq,monasebat
2489,"قاضی : چرا میخواید از هم جدا بشید؟  ملیندا: اقای قاضی من از اولم بهش گفته بودم از لینوکس بدم میاد  بیل: اقای قاضی الکی شلوغش میکنه چیزی نشده که ! فقط اپلیکیشن های لینوکسو تو ویندوز اوردم  ملیندا: دیگه چی میخواستی بشه مرد؟
کاش فقط همون بود
اقای قاضی با wsl gui  اپ های گرافیکی هم اورده تو ویندوز
من دیگه تحمل این زندگیو ندارم
فقط طلاق میخوام",default,orange,default,IT
2490,متن شما...  روز جهانی قدس مبارک.,default,white,khodkar,monasebat
2491,"آلا جان خواهر عزیزتر از جانم
روزت مبارک🥰   متن شما...",white_background,blue,ordibehesht,monasebat
2492,"موسیقی 🎵
شما را به ابعاد دیگری از زندگی می برد که بقیه درک نمی کنند.🌍☄️",default,red,afsaneh,honar
2493,"سلام سلااااام
من اومدم با کلی طرح و ایده های جذاب و خاص  دنبال یه دکوری خاص برای خونتون هستین؟
پس بیاین باهم استوری های بعدی رو ببینیم
  خودتون کلیییی طرح خوشگل میتونین بدین با رنگ های مختلف و در اندازه و تعداد دلخواه...🤗🤗  برای سفارش",default,white,nastaliq,tablighat va business
2494,"یاقوت کبود آبی  ""یاقوت کبود آبی"" از قسمتی از سیاره زحل بوجود  آمده و در برخورد شهاب سنگ ها در زمین موجود شده است.دلیل ارزش بسیار بالایش عدم وجود عنصر سازنده اش در زمین است.",white_background,black,shabnam,elmi
2495,زالو ...  ۲ تا ۳ سانتی متر مکعب خون می مکد و بعد از آن یک سال تمام چیزی نمی خورد.,white_background,black,shabnam,elmi
2496,کبد انسان ...  در 300 تا 500 روز نو میشود، یعنی اینکه از سلولهای جدیدی برخوردار میشود.,white_background,black,shabnam,pezeshki
2497,135 میلیون سلول احساس دارد که مسئولیت گرفتن تصاویر و تشخیص رنگها را بر عهده دارد.  شبکیه چشم...,white_background,red,titr,pezeshki
2498,شبکه چشم ...   135 میلیون سلول احساس دارد که مسئولیت گرفتن تصاویر و تشخیص رنگها را بر عهده دارد.,white_background,black,shabnam,pezeshki
2499,الویس پریسلی   نام حشره ای جالب است که شباهت زیادی به صورت انسان دارد,white_background,black,shabnam,elmi
2500,مادر 42 ساله ی هندی که 11 قلوی سالم به دنیا آورده است !,white_background,red,titr,elmi
2501,"پروانه زمردی  پروانه زمردی (Emerald Swallowtail)
این پروانه زیباترین پروانه ازلحاظ رنگ درجهان است که عمدتا در جنوب شرقی آسیا یافت می‌شود. بال‌های جذابش نوارهایی به رنگ سبز درخشان دارد",white_background,black,shabnam,elmi
2502,درمان آسم  یک عدد سیر کوبیده، گلبرگ شقایق و آویشن شیرازی ‌و اسطوخودوس در یک قوری دم کرده و روزی نصف فنجان بخورید.,white_background,black,shabnam,ashpazi
2503,اطلبوا العلم من المهد....,default,black,titr,mazhabi
2504,"آری آن روز چو میرفت کسی!!!
من داشتم آمدنش را باور!!!!

من نمیدانستم معنی هرگز را!!!!
تو چرا باز نگشتی دیگر؟  bad boy   متن شما...",pattern_g,yellow,ordibehesht,sher va adabiyat
2505,"متن شما...  افطارها به کام دلم زهر می شود..
ارباب ما گرسنه و تشنه شهید شد..🕊🥀",pattern_d,default,nastaliq,mazhabi
2506,"The body achieves what the mind believes
So have big Dreams.
جسم اون چيزى رو به دست مياره كه ذهن باورش داشته باشه.
روياهاى بزرگ داشته باش.",default,black,afsaneh,angizeshi
2507,"آموزش موسیقی کودک
روز های یکشنبه
جهت اطلاعات بیشتر دایرکت پیام دهید🌹🙏",pattern_a,black,afsaneh,majazi
2508,"اگر کسی از دوستان میتونه لوگو طراحی بکنه، لطفا پیام بده.
ممنون",yellow_background,black,shabnam,agahi
2509,تصویری از پای مارمولک زیر میکروسکوپ  همین پرزهای ریز به مارمولک ها این امکان را میدهد که روی سطوح مختلف از جمله شیشه راه بروند!,white_background,black,shabnam,elmi
2510,"خطرناک ترین گونه شیر   خطرناک ترین گونه شیر ، شیر تانزانیا است که گوشت انسان را بیش از هر‌ نوع مواد غذایی ترجیح میدهد.
در سال ۱۹۳۲ حمله شیرها به قبیله Njombe در مدت ۶ ماه جان ۱۵۰۰ نفر را گرفت و‌ یکی از بدترین حملات حیوانات را در طول تاریخ بشریت به ثبت رساندند",white_background,black,shabnam,elmi
2511,درمان سکته مغزی با زهر عنکبوت استرالیایی   زهر این عنکبوت می‌تواند در 15 دقیقه انسان را بکشد ، اما جالب بدونید شامل ماده‌ای است که می‌تواند سلول‌های مغزی را از آسیب‌ ناشی از سکته مغزی حفظ کند,white_background,black,shabnam,pezeshki
2512,"نوعی ماهی به نام ""سارپا سالپا""   متن شما...  نوعی ماهی به نام ""سارپا سالپا"" که خوردن آن باعث ایجاد توهم شدید به مدت 36 ساعت می گردد
در امپراتوری روم باستان هنگام جشن و مهمانی این ماهی را سرو می کردند.",white_background,black,shabnam,elmi
2513,"قورباغه منجمد  این قورباغه با شروع زمستان منجمد میشود

نفس نمیکشد و تپش قلبش بسیار کند میشود تا فصل بهار باز به حالت اولیه خود بر میگردد.",white_background,black,shabnam,elmi
2514,من خستم از این دنیای زمینی دلم آسمان میخواهد...,white_background,black,nastaliq,nasihat va sokhan
2515,"حاوی
عصاره گندم
روغن کاملیا
عصاره سویا
آلوئه ورا
  اسپری نرم کننده موی سریتا بیوتی  ✔برطرف کننده گره و بهبود شانه پذیری مو
✔افزایش انعطاف و حالت پذیری موهای فر
✔محافظت از موهای خشک در برابرشکنندگی و موخوره
✔بازکننده گره موی کودک",white_background,purple,ordibehesht,zibayi
2516,"اسپری نرم کننده مناسب موهای وز و گره خورده
وچه  حاوی 
روغن جوجوبا
آلوئه ورا
پروتئین جوانه گندم
پروتئین هیدرولیزشده ابریشم  ✔نرم کننده
✔کاهش وز
✔بازکردن گره مو
✔آبرسانی ساقه مو
✔کمک به حالت پذیری بهترمو
✔کاهش خشکی و شکنندگی مو
✔بازسازی و ترمیم ساقه آسیب دیده
✔افزایش شانه پذیری و ماندگاری رنگ مو",white_background,darkblue,ordibehesht,zibayi
2517,_ زندگی برای صبر کردن خیلی کوتاهه ...! :(  تـکسـتــ مـآه,pattern_j,white,iphone,nasihat va sokhan
2518,حضور در نماز جماعت و مراسم شب شهادت امیرالمؤمنین علی علیه السلام در مسجد کوی شهید صالحی جنب دانشگاه آزاد همزمان با بیستمین شب ماه مبارک رمضان,default,black,ordibehesht,mazhabi
2519,حضور در مراسم احیای شب قدر حسینیه عاشقان ثارالله قائم شهر در جوار شهدای گمنام همزمان با بیستمین شب ماه مبارک رمضان,pattern_a,yellow,ordibehesht,mazhabi
2520,نهج البلاغه و بستن راه دشمنان,default,white,ordibehesht,mazhabi
2521,مگاستیک چان  مگاستیک چان. این حشره‌ی نیم متری در سال 2008 کشف شد و تنها 6 نمونه‌ی شناخته شده از آن در جهان وجود دارد.,white_background,black,titr,elmi
2522,یا  علی  ابن ابی طالب  🏴,default,green,default,mazhabi
2523,اثبات وجود ادم و حوا از نظر علم  دکتر جورجیا پردوم اسنادی را منتشر کرده که از لحاظ ژنتیکی وجود آدم و حوا را ثابت میکند! او مدعی است كه DNA تمام انسان ها به یک انسان واحد میرسد که حدود 135 هزار سال پیش زندگی میکرده است!,white_background,black,shabnam,pezeshki
2524,"من تنها بودم از اول، نه خواهری نه برادری نه رفیقی 
اما گذر زمان که نه اما آدمای گذرا اومدن و رفتن 
یکسریا بی دلیل موندن با همه بد اخلاقیا و سگ بودنم ،با همه گوشت تلخیام با همه فاز بدام ساختن اما باز ،بی دلیل دوسم دارن 
بی دلیل محبتشون بی دلیل معرفتشون بی دلیل مرامشونو خرج من میکنن نه دنگی از روح و جون و پولمو واس این چیزا میگیرن نه هیچی !
برام عجیبه که بی هیچ دلیل بر منطق من ،دوسشون دارم ؛عزیزن برام جوری که قطره به قطره نفسم کام کام خونمو براشون میدم :)
گاهی با خودم میگم اونا خانواده من نیستن ،اونا خودِ من هستن ♡
تو شبی که همه دعا میکنن  
دوست دارم از این آدما براتون دعا کنم
آدمایی که بی دلیل دوستون دارن با همه بدی هاتون !",pattern_b,black,nastaliq,nasihat va sokhan
2525,خطرناکترین موجود افریقا   اسب آبی خطرناکترین موجود افریقاست که میتواند شیر را بکشد،5 تن وزن داشته باشد و با سرعت19 کیلومتر برساعت ینی بیشتر ازانسان عادی بدود!,white_background,black,shabnam,elmi
2526,یخچالی به نام بیوربات   طراح روسی یخچالی به نام بیوربات طراحی کرده ، که هیچگونه در یا قفسه‌ای ندارد. یخچال از ژل بیوپلمیر بسیار سرد تشکیل شده و کافیست مواد غذایی را داخل ژل بگذارید !,white_background,black,shabnam,elmi
2527,شهادت مولای متقیان امام علی علیه السلام بر یکایک محبین آن حضرت تسلیت باد  صفا رنجبر کوچکسرایی (فعال فرهنگی و اجتماعی),black_background,default,suls,monasebat
2528,عوارض پفک برای کودکان  پفک تا 9 برابر وزنش ، آب جذب میکند ، پس معده را پر کرده و سبب بی‌اشتهایی میشود! و کودکان در اثر مصرف آن به کمخونی ، کوتاهی قد ، پوکی استخوان و ریزش مو دچار میشوند !,white_background,black,titr,pezeshki
2529,علی(ع),black_background,white,suls,mazhabi
2530,السلام علیک یا امیرالمومنین,pattern_f,default,default,mazhabi
2531,"دو محصول تخصصی جدید دیگر برای سلامت پوست در برند ام ان دی
سرم آبرسان مناسب پوست چرب ام ان دی و ژل آبرسان مناسب پوست چرب ام ان دی به سبد کالایی نفیس اضافه شدند
 .",default,default,default,tablighat va business
2532,ضریب هوش گوسفند  گوسفند ضریب هوشی بالایی دارد به طوری که بعد از دو سال میتواند چوپان و گله ی خود را شناسایی کند,white_background,black,shabnam,elmi
2533,"توضیحات برای شروع  شغل تبلیغات و فروش محصولات(فروش کارتن پستی ) 

📌اگر در ماه یک بسته هزار تایی کارتن پستی بفروشید یک میلیون تومان واریز میشه در صورتی که فروش نداشته باشید مبلغی واریز نمیشود.

📌بسته های زیر هزار عدد نداریم 

📌تخفیف نداریم

📌اگر مشتری به طرح دلخواهش کارتن میخواست باید بالای ده هزارتا سفارش بدهد.


❌عکس کارتن پستی ها و قیمت و لینک پرداختشون داخل کانالش هست پس حتما عضو بشید و مطالعه کنید


🌹🌹مافقط کارتن نداریم برای فروش محصولات دیگری رو هم داریم که اگر مایل به ادامه ی توضیحات هستید به دایرکت مراجعه کنید",purple_background,white,shabnam,tablighat va business
2534,متن شما...  طلا سیستم ایمنی بدن مرد را ضعیف میکند  ضمن اینکه به راحتی به صورت یون از پوست مردان عبور و کبد را مختل می‌کند ، همچنین تحقیقات سال 1970 نشان داد در طولانی مدت باعث عقیم شدن مردان میشود,white_background,black,shabnam,pezeshki
2535,تحصیلات مسی  متن شما...  تحصیلات مسی در حد ابتدایی ست ، او تنها 4کلاس درس خوانده و در کلاس پنجم بخاطر بی علاقگی به درس و علاقه زیاد به فوتبال ترک تحصیل کرد,white_background,black,shabnam,dars va daneshgah
2536,"تو از قبیله لیلی
من از قبیله مجنون
تو از سپیده و نوری
من از شقایق پر خون
تو از قبیله دریا
من از نژاد کویرم
همیشه تشنه و غمگین
همیشه بی تو اسیرم
تو از قبیله لبخند
من از قبیله اندوه
فضای فاصله صد آه
فضای فاصله صد کوه",pattern_e,darkblue,khodkar,sher va adabiyat
2537,"صدور انواع بیمه نامه از هر شرکت که انتخاب شما باشد   برای اولین بار در تایباد   شخص ثالث و بدنه اتومبیل 
آتش سوزی و باربری
حوادث و درمان
عمر و سرمایه گذاری
مسولیت و مهندسی   شماره تماس : 09153298676
مدیریت : ممتاز",base_background_gj,white,sahel,tablighat va business
2538,"🔴هشدار
۶فروردین۱۴۰۰
عملیات رسانه ای انتخاباتی با تزریق دلار و آزادسازی دارایی بلوکه شده ایران
 محمد جواد ظریف اخیرا در نامه ای به رهبر انقلاب خواستار پیوستن ایران به FATF و قبول لوایح آن شده است. 
وزیر خارجه مدعی شده که نظام چاره ای جز این ندارد و اگر این اقدام صورت نگیرد، هزینه های سنگینی بر نظام تحمیل می شود که به صلاح نیست و بدانید که من هشدار دادم.
ظریف و عبدالناصر همتی ماموریت ترساندن نظام و مجمع تشخیص را دارند و طی چند هفته گذشته عملیات سنگینی را برای تصویب لوایح CFT و پالرمو انجام داده اند‌. ظریف با نامه نگاری به رهبر انقلاب و همتی با جنگ روانی در جلسات مجمع تشخیص مصلحت نظام.
برخی تصویب fatf در مجمع تشخیص را آغاز پروژه انتخاباتی ظریف، لاریجانی، همتی و حسن خمینی می دانند که بلافاصله بعد از تصویب، مجموعا از عراق و کره چند میلیارد دلار دارایی ایران آزاد شده و با عملیات رسانه ای سنگین دلار را پایین آورده و افکار عمومی را آماده پذیرش گزینه غربگرا می کنند.
به نظرشما چرا انگلیس در این برهه ی خاص باید صحبت از پرداخت بدهی های ایران کند؟!
#هوشیار_باشید",base_background_gb,default,default,siyasi
2539,آن شب قدری که می گویند امشب است,pattern_d,white,sepide,mazhabi
2540,روی یه سنگ قبر نوشته بودن: منم یه روزی روی سنگ قبرارو میخوندم...,pattern_b,white,pooya,nasihat va sokhan
2541,"خدایا قلبش را آرام کن

چرا که هم           و هم قلبش، درون قلبم هستند...  او",default,white,iphone,mazhabi
2542,"كَنه هيالوما  اسمش ""كَنه هيالوما"" هست.عامل اصلى تب كريمه كنگو! تصويرش رو به ذهنتون بسپارين و ديگران رو هم مطلع كنين",white_background,black,shabnam,elmi
2543,حلزون آفریقایی,white_background,red,titr,elmi
2544,مورچه ها شمردن بلدند   مورچه ها شمردن بلدند و قدمهایشان را برای مسیریابی میشمارند.,white_background,black,shabnam,elmi
2545,(مایت)  گونه ای از کنه زیر میکروسکوپ,white_background,black,shabnam,pezeshki
2546,ماری به نام”بوش مستر”  ‍ یکی از سمی ترین مارهای دنیا، ماری به نام”بوش مستر” است. این مار می تواند به طول سه و در بعضی از مواقع به چهار متر برسد و این ویژگی آن ها را به بزرگترین مارهای افعی در دنیا تبدیل می کند. زیستگاه اصلی این مار در آمریکای جنوبی است و البته در منطقه کاستاریکا از این مار بسیار می ترسند,white_background,black,shabnam,elmi
2547,"روزگار استاد بی وفایی هاست
حواست باشه شاگرد روزگار نشوی💔  متن شما...",default,default,khodkar,nasihat va sokhan
2548,خواص خردل  در درمان عفونت‌های مجرای تنفسی و گرفتگی بینی بسیار مفید است. یكی از ویژگی های بی‌نظیر خردل، دارا بودن عنصر سلنیوم است كه در درمان آسم، روماتیسم و حتی سرطان كاربرد دارد و از این جهت هیچ ادویه‌ای با خردل قابل قیاس نیست.,white_background,black,shabnam,pezeshki
2549,زندگی ، درد قشنگیست که جریان دارد...🤘,pattern_a,white,khodkar,nasihat va sokhan
2550,ببخش، یعنی ذهنتو ازش رها کن و بزرگتر از اونی باش که کینه داشته باشی  بخشیدن یک نفر، الزاما مساوی با رفیق شدن یا برقراری رابطه سابق نیست,default,white,pooya,nasihat va sokhan
2551,ببخش  و دعا کن  رها کن و  من امشب برای همه‌تون دعا میکنم و به دعای شما اعتقاد دارم، دریغ نکنید  اسمم حسن اسحاقیه,default,white,pooya,mazhabi
2552,"🔺سخنگوی قوه قضائیه:

ریاست محترم قوه قضائیه به هیچ عنوان از هیچ فرد، از هیچ لیست و از هیچ جریانی در امر انتخابات حمایت نمی کنند... 
ایشان فرموده اند که من از ورود در این عرصه معذورم!",base_background_gc,default,default,siyasi
2553,"زهرا جان 
دوست عزیزم
روز معلم را
خدمت شما 
تبریک عرض میکنم .",default,black,dastnevis,monasebat
2554,صندل های طبی چرم. بسیار راحت,pattern_j,red,default,tablighat va business
2555,پوست انار را دور نریزید  دود کردن پوستِ خشک شده ی انار مثل اسفند، هم ضد عفونی کننده فضاست و ضد سرطانه و  یه  جور،  آنتی بیوتیکه!  انار داروی کودکانیه که مهر و خاک و گچ میخورن و بشدت ضدکمخونیه!انار لکنت زبان را رفع و زبان بازکن معروف کودکه,white_background,black,shabnam,pezeshki
2556,نهنگ سفید  نــهنــگــهای ســفــیــد مــیــتــوانــنــد هر صــدایــی را تــقــلــیــد ڪــنــنــد بــه طــوری ڪــه یــڪــبــار غــواصــی ڪــه تــصــور مــیــڪــرد همــڪــارش در حــال صــحــبــت بــا اوســت پــس از چــنــد دقــیــقــه مــتــوجــه شــد ڪــه یــک نــهنــگ ســفــیــد در حــال تــقــلــیــد صــدای همــڪــارش مــی بــاشــد.,white_background,black,shabnam,elmi
2557,"عقاب هارپی  وقتی ""عقاب هارپی"" بخواهد برای فرزندان خود به شکار برود نایاب ترین جانوران را شکار می کند تا بعد از مرگ خود فرزندانش خودشان از شکارهای فراوان اطراف تغذیه کنند و کم نیاورند.",white_background,black,shabnam,elmi
2558,"خوشا! القاب و نام تو معلم
خوشا! عزو مقام و تو معلم
سخنهایت بود آب حیاتم
خوشا! درس و کلام تو معلم
ز تو دنیای من گردیده روشن
شود دنیا به کام تو معلم  روزت مبارک خانوم قیاسی",default,pink,afsaneh,monasebat
2559,از کانال تلگرام گوش کنید,default,white,sahel,majazi
